,name,price,address,lease_type,house_type,lease_start_year,district_code,near_stat,near_stat_mins,bdrm,bath,sqm,sqft
3185,1 Bed Condo in Parc Botannia,2700.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,1,1,40.04,431
3186,2 Bed Condo in The Sound,4500.0,539 East Coast Rd ,Freehold,Condominium,2013,15,,-1,2,2,82.96,893
3187,6 Bed Condo in One Chatsworth,80000.0,1 Chatsworth Rd ,Freehold,HDB,1976,10,,-1,6,6,207.74,13000
3188,3 Bed Condo in Kensington Park Condominium,5200.0,2 Kensington Pk Dr ,Lease_99,Condominium,1990,19,,-1,3,3,196.95,2120
3189,1 Bed Condo in The Scotts Tower,4800.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,60.02,646
3190,2 Bed Condo in Cairnhill Residences,5300.0,33 Cairnhill Circle ,Freehold,HDB,2009,9,,-1,2,2,83.98,904
3191,2 Bed House on Rosyth Road,5000.0, Rosyth Rd ,Unknown,Terraced_House,0,19,,-1,2,4,157.94,1700
3192,3 Bed Condo in Spring Grove,8800.0,53A Grange Rd ,Lease_99,Condominium,1996,10,,-1,3,3,129.04,1389
3193,2 Bed Condo in Margaret Ville,4500.0,20 Margaret Dr ,Lease_99,HDB,2021,3,,-1,2,1,61.04,657
3194,1 Bed HDB in 10 Haig Road,1000.0,None,Lease_99,HDB,1976,0,Paya Lebar,6,1,,9.29,100
3195,2 Bed Condo in Grandeur Park Residences,3400.0,11 Bedok Sth Ave 3 ,Lease_99,Condominium,2020,16,Tanah Merah,2,2,2,,592
3196,5 Bed House on Eleven @ Holland,12000.0, Holland Link ,Lease_99,Cluster_House,2014,10,,-1,5,5,343.74,3700
3197,1 Bed Condo in Seahill,3000.0,121 West Coast Cres ,Lease_99,Condominium,2016,5,,-1,1,1,48.03,517
3198,1 Bed Condo in Rezi 35,3000.0,20 Lor 35 Geylang ,Freehold,Condominium,2020,14,,-1,1,2,41.99,452
3199,2 Bed Condo in Parc Botannia,2800.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,2,1,47.01,506
3200,2 Bed Condo in Parc Botannia,3300.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,2,2,61.97,667
3201,2 Bed Condo in New Futura,12000.0,18 Leonie Hill Rd ,Freehold,Condominium,2017,9,Somerset,7,2,3,,1367
3202,3 Bed Condo in Kingsford . Hillview Peak,4600.0,101 Hillview Rise ,Lease_99,Condominium,2016,23,Hillview,6,3,3,102.01,1098
3203,1 Bed Condo in Parc Oasis,1400.0,35 Jurong East Ave 1 ,Lease_99,Condominium,1995,22,Chinese Garden,2,1,3,27.87,300
3204,3 Bed Condo in Uptown @ Farrer,4800.0,2 Perumal Rd ,Lease_99,Condominium,2022,8,,-1,3,2,,732
3205,2 Bed Condo in The Arc At Draycott,6800.0,5 Draycott Dr ,Freehold,HDB,2010,10,,-1,2,2,104.98,1130
3206,4 Bed House on Florissa Park,5800.0, Lentor Loop ,Freehold,Terraced_House,1988,26,,-1,4,3,241.55,2600
3207,Studio Condo in Coliwoo Balestier 320,2300.0,320 Balestier Rd ,Unknown,HDB,0,12,,-1,,1,16.72,180
3208,1 Bed Condo in The Scotts Tower,4800.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,60.02,646
3209,3 Bed Condo in Orchard Scotts,9500.0,7 Anthony Rd ,Lease_99,Condominium,2007,9,Newton,4,3,2,153.01,1647
3210,6 Bed House on Ban Guan Park,60000.0, Greenleaf Dr ,Freehold,Good_Class_Bungalow,-1,10,,-1,6,6,021.93,11000
3211,3 Bed Condo in Riveria Gardens,8300.0,8 River Valley Grove ,Freehold,Condominium,2010,9,Somerset,7,3,3,133.04,1432
3212,1 Bed Condo in The Suites @ Central,4800.0,57B Devonshire Rd ,Freehold,Condominium,2009,9,Somerset,3,1,1,61.04,657
3213,5 Bed House on Lorong Stangee,14888.0, Lor Stangee ,Unknown,Terraced_House,0,15,,-1,5,5,418.06,4500
3214,3 Bed Condo in Orchard Scotts,9500.0,3 Anthony Rd ,Lease_99,Condominium,2007,9,Newton,4,3,4,153.01,1647
3215,6 Bed House on Villas Holland,59999.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,9,028.99,11076
3216,1 Bed Condo in D'lotus,2700.0,10 Lor Ampas ,Freehold,Condominium,2007,12,,-1,1,1,47.19,508
3217,2 Bed Condo in Gilstead Two,5000.0,2 Gilstead Rd ,Freehold,HDB,2014,11,Newton,3,2,2,83.98,904
3218,2 Bed Condo in North Park Residences,3600.0,15 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,2,2,,732
3219,1 Bed Condo in Espira Suites,2500.0,92 Lor G Telok Kurau ,Freehold,Condominium,2013,15,Kembangan,5,1,1,46.45,500
3220,3 Bed Condo in Meraprime,6500.0,301 Jln Bt Ho Swee ,Lease_99,Condominium,2006,3,Tiong Bahru,1,3,3,108.98,1173
3221,4 Bed Condo in Parc Oasis,4300.0,39 Jurong East Ave 1 ,Lease_99,Condominium,1995,22,Chinese Garden,2,4,3,,1507
3222,1 Bed HDB in 769 Yishun Avenue 3,1000.0,None,Unknown,HDB,1986,0,,-1,1,2,17.93,193
3223,6 Bed House on Jalan Tupai,21000.0, Jln Tupai ,Unknown,Unknown,0,10,,-1,6,6,451.51,4860
3224,3 Bed Condo in Park Colonial,5500.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,90.95,979
3225,2 Bed Condo in Park Colonial,4000.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,56.02,603
3226,3 Bed Condo in Margaret Ville,6000.0,20 Margaret Dr ,Lease_99,Condominium,2021,3,,-1,3,2,85.01,915
3227,3 Bed Exec Condo in The Floravale,4000.0,218 Westwood Ave ,Lease_99,Condominium,2000,22,,-1,3,3,,1324
3228,3 Bed HDB in 362 Woodlands Avenue 5,3200.0,None,Lease_99,HDB,1996,0,Woodlands,5,3,2,120.77,1300
3229,1 Bed HDB in 445B Bukit Batok West Avenue 8,2400.0,None,Lease_99,HDB,99,0,,-1,1,1,37.63,405
3230,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,028.99,11076
3231,1 Bed Condo in Bijou,3600.0,2 Jln Mat Jambol ,Freehold,Condominium,2018,5,Pasir Panjang,1,1,1,56.02,603
3232,2 Bed Condo in North Park Residences,3200.0,15 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,2,1,52.03,560
3233,2 Bed Condo in Hilltops,7800.0,101 Cairnhill Circle ,Freehold,Condominium,2011,9,,-1,2,1,77.02,829
3234,1 Bed Condo in Park Colonial,3400.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,1,1,43.01,463
3235,2 Bed Condo in Parc Botannia,2800.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,2,1,47.01,506
3236,2 Bed Condo in Parc Botannia,3300.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,2,2,61.97,667
3237,Studio Condo in Lotus @ Joo Chiat,3244.0,89 Joo Chiat Pl ,Freehold,HDB,2001,15,,-1,,1,45.43,489
3238,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,028.99,11076
3239,1 Bed Condo in The Scotts Tower,4800.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,60.02,646
3240,5 Bed Condo in Parc Botannia,6000.0,10 Fernvale St ,Lease_99,Condominium,2021,28,Thanggam,1,5,4,130.99,1410
3241,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,Unknown,0,1,Telok Ayer,4,1,1,74.04,797
3242,3 Bed HDB in 412B Fernvale Link,3500.0,None,Lease_99,HDB,2004,0,Fernvale,4,3,2,113.99,1227
3243,4 Bed House on Spring Park Estate,12880.0, Jln Remis ,Freehold,Unknown,2007,16,,-1,4,4,353.03,3800
3244,1 Bed Condo in Holland Peak,3200.0,27 Holland Hill ,Freehold,Condominium,1994,10,,-1,1,1,52.95,570
3245,2 Bed Condo in One North Residences,6800.0,7 One-North Gateway ,Lease_99,HDB,2009,5,One-North,5,2,2,91.88,989
3246,1 Bed Condo in People's Park Complex,1500.0,1 Pk Rd ,Lease_99,HDB,1970,1,Chinatown,1,1,1,9.29,100
3247,2 Bed Condo in Sophia Hills,4800.0,5 Mount Sophia ,Lease_99,Condominium,2018,9,Dhoby Ghaut,4,2,1,61.97,667
3248,Studio Condo in JJH Residences,2500.0,2A Wolskel Rd ,Freehold,HDB,1984,13,Serangoon,5,,1,32.52,350
3249,3 Room HDB in 210 Boon Lay Place,2800.0,None,Lease_99,HDB,1977,0,,-1,2,2,65.03,700
3250,3 Bed Condo in Margaret Ville,5800.0,20 Margaret Dr ,Lease_99,HDB,2021,3,,-1,3,2,85.01,915
3251,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,6,028.99,11076
3252,2 Bed Condo in Hilltops,7800.0,99 Cairnhill Circle ,Freehold,Condominium,2011,9,,-1,2,1,74.97,807
3253,3 Bed Condo in Park Colonial,6500.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,3,2,91.04,980
3254,6 Bed House on Villas Holland,60000.0, Bt Sedap Rd ,Lease_99,Good_Class_Bungalow,2004,10,,-1,6,9,028.99,11076
3255,2 Bed Condo in Burlington Square,4500.0,175 Bencoolen St ,Lease_99,HDB,1998,7,Rochor,2,2,2,77.02,829
3256,4 Bed Condo in Tanglin Park,10000.0,1 Ridley Pk ,Freehold,Condominium,1988,10,,-1,4,1,184.04,1981
3257,1 Bed Condo in The Scotts Tower,4800.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,60.02,646
3258,3 Bed Condo in Alba,12500.0,8 Cairnhill Rise ,Freehold,Condominium,2015,9,,-1,3,4,176.98,1905
3259,1 Bed Condo in The Cape,3700.0,25 Amber Rd ,Freehold,HDB,2014,15,,-1,1,1,52.95,570
3260,1 Bed Condo in The Seawind,3500.0,76 Lor M Telok Kurau ,Freehold,Condominium,2015,15,,-1,1,1,61.04,657
3261,2 Bed Condo in Centro Residences,4700.0,59 Ang Mo Kio Ave 8 ,Lease_99,Condominium,2014,20,Ang Mo Kio,1,2,2,134.99,1453
3262,Studio Condo in Parc Imperial,2800.0,253 Pasir Panjang Rd ,Freehold,Condominium,2010,5,Haw Par Villa,2,,1,36.05,388
3263,1 Bed Condo in Kingsford . Hillview Peak,2900.0,101 Hillview Rise ,Lease_99,Condominium,2016,23,Hillview,6,1,1,48.96,527
3264,1 Bed Condo in The Plaza,3000.0,7500A Beach Rd ,Lease_99,HDB,1979,7,Nicoll Highway,4,1,1,62.99,678
3265,2 Bed Condo in Forest Woods,4000.0,19 Lor Lew Lian ,Lease_99,Condominium,2021,19,Serangoon,6,2,2,,732
3266,3 Room HDB in 416 Bedok North Avenue 2,2880.0,None,Lease_99,HDB,1978,0,Bedok,6,2,2,73.02,786
3267,3 Bed Condo in Hawaii Tower,6500.0,74A Meyer Rd ,Freehold,Condominium,1984,15,,-1,3,3,208.01,2239
3268,2 Bed Condo in Parc Riviera,3500.0,101 West Coast Vale ,Lease_99,Condominium,2020,5,,-1,2,2,57.97,624
3269,3 Bed Condo in The Cascadia,6800.0,921 Bt Timah Rd ,Freehold,Condominium,2011,21,King Albert Park,6,3,3,219.99,2368
3270,1 Bed HDB in 48 Strathmore Avenue,1100.0,None,Lease_99,HDB,2006,0,Queenstown,2,1,1,23.23,250
3271,1 Bed Condo in The Levelz,3700.0,38 Farrer Rd ,Freehold,Condominium,2004,10,Farrer Road,6,1,1,69.03,743
3272,1 Bed Condo in 26 Newton,3300.0,26 Newton Rd ,Freehold,Condominium,2016,11,,-1,1,1,44.04,474
3273,6 Bed Condo in The Oceanfront @ Sentosa Cove,35000.0,295 Ocean Dr ,Lease_99,Condominium,2010,4,,-1,6,8,751.77,8092
3274,1 Bed Condo in Pastoral View,3100.0,7 Bassein Rd ,Freehold,HDB,1986,11,Novena,7,1,1,57.04,614
3275,2 Bed Condo in 8M Residences,3100.0,8 Margate Rd ,Freehold,Condominium,2016,15,,-1,2,1,48.96,527
3276,3 Bed Condo in Casa Merah,4800.0,64 Tanah Merah Kechil Ave ,Lease_99,Condominium,2009,16,Tanah Merah,3,3,2,121.7,1310
3277,2 Bed Condo in J Gateway,4000.0,2 Gateway Dr ,Lease_99,Condominium,2017,22,Jurong East,2,2,2,62.99,678
3278,3 Bed Condo in The Colonnade,16200.0,82 Grange Rd ,Freehold,Condominium,1986,10,,-1,3,4,335.94,3616
3279,1 Bed Condo in Park Place Residences at Plq,3500.0,6 Paya Lebar Rd ,Lease_99,Condominium,2020,14,Paya Lebar,2,1,1,44.97,484
3280,1 Bed Condo in Icon,3850.0,10 Gopeng St ,Lease_99,Condominium,2007,2,Tanjong Pagar,2,1,1,52.95,570
3281,1 Bed Condo in Pastoral View,3300.0,7 Bassein Rd ,Freehold,HDB,1986,11,Novena,7,1,2,57.04,614
3282,3 Bed Condo in The Garden Residences,4000.0,1 Serangoon Nth View ,Lease_99,Condominium,2021,19,,-1,3,2,74.32,800
3283,3 Bed Condo in Orchard Scotts,9500.0,7 Anthony Rd ,Lease_99,Condominium,2007,9,Newton,4,3,4,153.01,1647
3284,3 Bed Condo in Buckley Classique,7000.0,11 Buckley Rd ,Freehold,Condominium,2015,11,Novena,6,3,2,130.99,1410
3285,2 Bed Condo in Park Colonial,4800.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,75.99,818
3286,4 Bed Condo in Grange Infinite,16000.0,27 Grange Rd ,Freehold,Condominium,2011,9,Somerset,5,4,4,241.55,2600
3287,3 Bed Condo in The Colonnade,16200.0,82 Grange Rd ,Freehold,Condominium,1986,10,,-1,3,4,335.94,3616
3288,4 Bed Condo in Whistler Grand,7800.0,107 West Coast Vale ,Lease_99,Condominium,2022,5,,-1,4,4,119.01,1281
3289,2 Bed Condo in The Tessarina,4200.0,30 Wilby Rd ,Freehold,Condominium,2003,10,,-1,2,2,91.04,980
3290,2 Bed Condo in Park Colonial,4200.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,58.99,635
3291,3 Bed HDB in 220 Yishun Street 21,3500.0,None,Lease_99,HDB,1985,0,Yishun,6,3,2,96.99,1044
3292,6 Bed House on Sembawang Hills Estate,7000.0, Casuarina Rd ,Freehold,Terraced_House,1980,20,,-1,6,3,232.26,2500
3293,1 Bed Condo in The Scotts Tower,4200.0,38 Scotts Rd ,Unknown,Condominium,2016,9,Newton,5,1,1,61.97,667
3294,3 Bed Condo in Parc Centros,3900.0,90 Punggol Ctrl ,Lease_99,Condominium,2016,19,Punggol,3,3,3,,1141
3295,3 Bed HDB in 673B Jurong West Street 65,3200.0,None,Unknown,HDB,2002,0,,-1,3,2,90.95,979
3296,3 Bed HDB in 128 Rivervale Street,3300.0,None,Lease_99,HDB,1999,0,Rumbia,5,3,2,,1550
3297,2 Bed Condo in Coco Palms,4000.0,23 Pasir Ris Grove ,Lease_99,Condominium,2019,18,Pasir Ris,5,2,2,111.02,1195
3298,4 Bed Condo in Nassim Ville,13800.0,11 Nassim Rd ,Freehold,HDB,2015,10,,-1,4,4,204.39,2200
3299,3 Bed Condo in Neptune Court,3600.0,1 Marine Vista ,Lease_99,HDB,1975,15,,-1,3,2,119.01,1281
3300,4 Bed Condo in Crescendo Park,5800.0,6 Jln Tua Kong ,Freehold,Condominium,1996,15,,-1,4,3,175.03,1884
3301,3 Bed Condo in Dublin Lodge,9500.0,40 Dublin Rd ,Freehold,HDB,1987,9,Somerset,4,3,3,241.55,2600
3302,7 Bed House on Beechwood Grove,14500.0, Beechwood Grove ,Unknown,Good_Class_Bungalow,0,25,,-1,7,7,548.13,5900
3303,3 Bed Condo in The Vision,5990.0,81 West Coast Cres ,Lease_99,Condominium,2013,5,,-1,3,3,120.96,1302
3304,Studio Condo in North Park Residences,2999.0,15 Yishun Ctrl 1 ,Lease_99,Condominium,2020,27,Yishun,3,,1,39.95,430
3305,2 Bed Condo in Duo Residences / Duo Tower,7200.0,1 Fraser St ,Lease_99,HDB,2017,7,Bugis,3,2,2,103.03,1109
3306,3 Bed Condo in Cairnhill Residences,6800.0,33 Cairnhill Circle ,Freehold,Condominium,2009,9,,-1,3,3,108.05,1163
3307,3 Bed Condo in Richmond Park,8500.0,3 Bideford Rd ,Freehold,Condominium,1996,9,Orchard,6,3,3,,1550
3308,Studio Condo in Killiney 118,4500.0,118 Killiney Rd ,Freehold,Condominium,2013,9,Somerset,3,,1,57.97,624
3309,4 Bed Condo in Ardmore Residence,37000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,4,295.9,3185
3310,4 Bed Condo in Ardmore Residence,45000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,5,295.9,3185
3311,4 Bed Condo in Hana,27000.0,8 Tomlinson Rd ,Lease_99,HDB,2013,10,,-1,4,5,328.04,3531
3312,1 Bed Condo in Icon,4000.0,10 Gopeng St ,Lease_99,HDB,2007,2,Tanjong Pagar,2,1,1,53.98,581
3313,3 Bed HDB in 678A Jurong West Street 64,3200.0,None,Lease_99,HDB,2008,0,,-1,3,2,10.22,110
3314,3 Bed HDB in 160 Tampines Street 12,4000.0,None,Unknown,HDB,1984,0,Tampines,3,3,2,120.96,1302
3315,2 Bed Condo in Centro Residences,4700.0,59 Ang Mo Kio Ave 8 ,Lease_99,Condominium,2014,20,Ang Mo Kio,1,2,2,134.9,1452
3316,2 Bed Condo in Centro Residences,4700.0,59 Ang Mo Kio Ave 8 ,Lease_99,Condominium,2014,20,Ang Mo Kio,1,2,2,134.9,1452
3317,5 Bed House on Lorong K Telok Kurau,5500.0, Lor K Telok Kurau ,Unknown,Unknown,0,15,,-1,5,3,529.55,5700
3318,4 Bed Condo in Heritage Apartments,18000.0,4 Ardmore Pk ,Freehold,Condominium,1994,10,,-1,4,4,294.5,3170
3319,2 Bed Condo in Burlington Square,4000.0,175 Bencoolen St ,Lease_99,Condominium,1998,7,Rochor,2,2,2,74.32,800
3320,4 Bed Condo in Katong Gardens,7200.0,235 Tembeling Rd ,Freehold,Condominium,1984,15,,-1,4,3,204.39,2200
3321,2 Bed Condo in Park Colonial,4500.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,56.02,603
3322,4 Bed Condo in Caribbean At Keppel Bay,10500.0,12 Keppel Bay Dr ,Lease_99,Condominium,2004,4,,-1,4,5,175.49,1889
3323,1 Bed Exec Condo in Arc At Tampines,2500.0,3 Tampines Ave 8 ,Lease_99,Condominium,2014,18,,-1,1,1,46.45,500
3324,6 Bed House on Serangoon Garden Estate,24100.0, Serangoon Garden Way ,Unknown,Good_Class_Bungalow,0,19,,-1,6,5,664.26,7150
3325,4 Bed Condo in Ardmore Residence,37000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,5,295.9,3185
3326,2 Bed HDB in 3 Saint George'S Road,3200.0,None,Lease_99,HDB,1976,0,Boon Keng,4,2,1,58.99,635
3327,3 Room HDB in 405C Fernvale Lane,3500.0,None,Lease_99,HDB,2004,0,Fernvale,5,3,2,92.9,1000
3328,1 Bed Condo in Harbour View Towers,3900.0,21 Telok Blangah Dr ,Lease_99,Condominium,1994,4,Telok Blangah,2,1,2,74.97,807
3329,2 Room HDB in 406 Tampines Street 41,2400.0,None,Lease_99,HDB,1986,0,,-1,2,2,69.68,750
3330,1 Bed Condo in Liv On Wilkie,2700.0,9 Wilkie Terrace ,Freehold,HDB,2019,9,Rochor,5,1,1,35.3,380
3331,3 Bed Condo in Cityscape @ Farrer Park,5000.0,101 Mergui Rd ,Freehold,Condominium,2015,8,,-1,3,3,116.04,1249
3332,5 Bed House on Jalan Bumbong,3500.0, Jln Bumbong ,Unknown,Unknown,0,25,,-1,5,3,232.26,2500
3333,Studio Condo in 8 @ Woodleigh,2600.0,8 Woodleigh Cl ,Lease_99,Unknown,0,13,Woodleigh,5,,1,35.3,380
3334,3 Bed Condo in Oleander Towers,4200.0,911 Lor 1 Toa Payoh ,Lease_99,HDB,1997,12,Toa Payoh,5,3,3,107.02,1152
3335,1 Bed Condo in Parc Riviera,3100.0,103 West Coast Vale ,Lease_99,Condominium,2020,5,,-1,1,1,43.01,463
3336,2 Bed Condo in Parc Riviera,3700.0,101 West Coast Vale ,Lease_99,Condominium,2020,5,,-1,2,2,60.02,646
3337,3 Bed Condo in Bartley Ridge,4500.0,32 Mount Vernon Rd ,Lease_99,Condominium,2018,13,Bartley,3,3,2,90.02,969
3338,5 Bed House on The Berth By The Cove,40000.0, Ocean Dr ,Lease_99,Good_Class_Bungalow,2006,4,,-1,5,6,724.64,7800
3339,1 Bed Condo in Park Colonial,3300.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,1,1,43.01,463
3340,5 Room HDB in 656B Jurong West Street 61,3400.0,None,Unknown,HDB,2001,0,Pioneer,4,4,2,139.35,1500
3341,5 Bed House on Loyang Villas,5500.0, Loyang Rise ,Lease_99,Terraced_House,1996,17,,-1,5,5,238.02,2562
3342,1 Bed Condo in The Suites @ Central,5500.0,57A Devonshire Rd ,Freehold,Condominium,2009,9,Somerset,3,1,1,61.04,657
3343,4 Bed Condo in Jardin,7000.0,966 Dunearn Rd ,Freehold,Condominium,2013,21,King Albert Park,6,4,4,166.02,1787
3344,3 Bed Condo in Spring Grove,8800.0,53 Grange Rd ,Lease_99,Condominium,1996,10,,-1,3,3,129.04,1389
3345,2 Bed Condo in Suites @ Eastcoast,2500.0,175 Upp East Coast Rd ,Freehold,Condominium,2014,15,,-1,2,2,52.95,570
3346,2 Bed Condo in The Interweave,3990.0,21 Kim Keat Rd ,Freehold,Condominium,2015,12,,-1,2,1,64.01,689
3347,1 Bed Condo in Queens Peak,3300.0,3 Dundee Rd ,Lease_99,Condominium,2020,3,Queenstown,1,1,1,39.95,430
3348,3 Bed HDB in 267 Pasir Ris Street 21,3600.0,None,Lease_99,HDB,1994,0,,-1,3,2,,1550
3349,3 Bed Condo in High Oak Condominium,4000.0,11 Toh Tuck Rd ,Lease_99,Condominium,1999,21,,-1,3,3,112.04,1206
3350,2 Bed Condo in Holland 100,8000.0,100 Holland Rd ,Freehold,HDB,2011,10,,-1,2,2,231.98,2497
3351,1 Bed HDB in 3 Upper Aljunied Lane,900.0,None,Lease_99,HDB,1968,0,,-1,1,1,13.94,150
3352,4 Bed Condo in Casa Pasir Ris,6500.0,201 Jln Loyang Besar ,Unknown,Condominium,1997,17,,-1,4,4,209.96,2260
3353,3 Bed HDB in 987A Jurong West Street 93,3200.0,None,Lease_99,HDB,2008,0,Pioneer,4,3,2,,1184
3354,2 Bed Condo in Park Colonial,3499.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,47.01,506
3355,2 Bed Condo in Park Colonial,4499.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,2,75.99,818
3356,5 Bed House on One Tree Hill,23500.0, One Tree Hill ,Unknown,Unknown,0,10,,-1,5,5,423.64,4560
3357,1 Bed Condo in The Club Residences,13000.0,1 The Knolls ,Lease_99,HDB,999,4,,-1,1,1,82.96,893
3358,2 Bed Condo in 33 Residences,4500.0,33 Lor 30 Geylang ,Freehold,Condominium,2021,14,,-1,2,2,62.99,678
3359,1 Bed Condo in The Clift,5300.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,70.98,764
3360,1 Bed Condo in Parc Riviera,3400.0,101 West Coast Vale ,Lease_99,Condominium,2020,5,,-1,1,1,62.06,668
3361,3 Bed Condo in Pastoral View,4500.0,7 Bassein Rd ,Freehold,Condominium,1986,11,Novena,7,3,3,117.06,1260
3362,2 Bed Condo in The Rochester Residences,5800.0,33 Rochester Dr ,Lease_99,Condominium,2011,5,Buona Vista,3,2,2,111.48,1200
3363,5 Bed House on The Shaughnessy,7000.0, Miltonia Cl ,Lease_99,Terraced_House,2007,27,,-1,5,4,,3283
3364,1 Bed Condo in The Boutiq,3800.0,145 Killiney Rd ,Freehold,Condominium,2014,9,Somerset,5,1,1,47.01,506
3365,3 Bed HDB in 739 Woodlands Circle,3200.0,None,Lease_99,HDB,1997,0,,-1,3,2,99.96,1076
3366,2 Bed Condo in Palm Oasis,3200.0,51 Lor H Telok Kurau ,Freehold,HDB,2009,15,,-1,2,2,69.68,750
3367,3 Bed Condo in Twin VEW,5900.0,93 West Coast Vale ,Lease_99,Condominium,2021,5,,-1,3,3,98.01,1055
3368,4 Bed Condo in Viva,12500.0,6 Suffolk Walk ,Freehold,Condominium,2013,11,Novena,6,4,4,,1959
3369,1 Bed Condo in The Clift,5000.0,21 Mccallum St ,Lease_99,HDB,2011,1,Telok Ayer,4,1,1,74.04,797
3370,2 Bed Condo in Centro Residences,4700.0,59 Ang Mo Kio Ave 8 ,Lease_99,Condominium,2014,20,Ang Mo Kio,1,2,2,134.9,1452
3371,4 Bed Condo in Ardmore Residence,37000.0,7 Ardmore Pk ,Freehold,Condominium,2013,10,,-1,4,5,295.9,3185
3372,2 Bed Condo in Riverbank @ Fernvale,2900.0,11 Fernvale Cl ,Lease_99,Condominium,2018,28,Layar,4,2,2,60.39,650
3373,3 Bed Condo in Great World Serviced Apartments,10243.0,2 Kim Seng Walk ,Unknown,HDB,0,9,,-1,3,2,111.48,1200
3374,5 Bed House on Toh Estate,12500.0, Toh Ave ,Freehold,Unknown,2013,17,,-1,5,5,453.83,4885
3375,3 Bed HDB in 473 Sembawang Drive,3600.0,None,Unknown,HDB,2000,0,Sembawang,6,3,2,,1184
3376,2 Bed Condo in Twin VEW,3700.0,93 West Coast Vale ,Lease_99,Condominium,2021,5,,-1,2,1,52.95,570
3377,4 Bed Condo in Turquoise,25800.0,55 Cove Dr ,Lease_99,Condominium,2010,4,,-1,4,5,345.88,3723
3378,2 Bed Condo in Park Colonial,3900.0,2 Woodleigh Lane ,Lease_99,Condominium,2022,13,Woodleigh,2,2,1,56.02,603
3379,1 Bed Condo in Duo Residences / Duo Tower,5499.0,1 Fraser St ,Lease_99,HDB,2017,7,Bugis,3,1,1,60.02,646
3380,2 Bed Condo in 33 Residences,3800.0,33 Lor 30 Geylang ,Freehold,Condominium,2021,14,,-1,2,2,65.03,700
3381,4 Bed Condo in Lotus at Paya Lebar (East Wing),5960.0,11 Paya Lebar Rd ,Freehold,Condominium,2014,14,Paya Lebar,4,4,2,,1324
3382,5 Bed House on Lornie Road,14500.0, Lornie Rd ,Unknown,Cluster_House,0,11,,-1,5,6,436.64,4700
3383,2 Bed Condo in One Oxley Rise,4000.0,1 Oxley Rise ,Freehold,HDB,2009,9,Somerset,5,2,2,70.05,754
3384,1 Bed Condo in Marina One Residences,4600.0,21 Marina Way ,Lease_99,Condominium,2018,1,Marina Bay,2,1,1,66.98,721
3385,2 Bed Condo in The Tapestry,3300.0,61 Tampines St 86 ,Lease_99,Condominium,2021,18,,-1,2,1,56.02,603
3386,7 Bed House on Toh Estate,12500.0, Toh Ave ,Freehold,Unknown,2013,17,,-1,7,6,453.83,4885
3387,1 Bed House on Lim Tai See Walk,1600.0, Lim Tai See Walk ,Unknown,Unknown,0,10,,-1,1,1,27.87,300
3388,9 Bed House on Beechwood Grove,16800.0, Beechwood Grove ,Unknown,Good_Class_Bungalow,0,25,,-1,9,10,760.23,8183
